fogground,snowfall,dust,snowdepth,mist,drizzle,hail,fastest2minwindspeed,thunder,glaze,snow,ice,fog,temperaturemin,fastest5secwindspeed,freezingfog,temperaturemax,blowingsnow,freezingrain,rain,highwind,date,precipitation,fogheavy,smokehaze,avgwindspeed,fastest2minwinddir,fastest5secwinddir
No,0,No,0,No,No,No,8.95,No,No,No,No,No,32,12.08,No,48,No,No,No,No,2011-12-12,0,No,No,3.13,30,30
No,0,No,0,No,No,No,12.08,No,No,No,No,No,39.9,14.09,No,62.1,No,No,No,No,2011-12-20,0,No,No,5.82,230,210
No,0,No,0,No,No,No,12.08,No,No,No,No,No,34,17,No,54,No,No,No,No,2011-12-26,0,No,No,3.36,50,10
No,0,No,0,Yes,No,No,29.97,No,No,No,No,Yes,42.1,44.07,No,64,No,No,Yes,No,2011-12-27,0.56,No,No,11.86,240,230
No,0,No,0,No,No,No,21.03,No,No,No,No,No,24.1,31.99,No,35.1,No,No,No,No,2012-01-03,0,No,No,8.72,310,280
No,0,No,0,No,No,No,17.9,No,No,No,No,No,23,23.04,No,46,No,No,No,No,2012-01-14,0,No,No,5.14,230,300
No,0,No,0,No,No,No,14.99,No,No,No,No,No,27,21.03,No,48.9,No,No,No,No,2012-01-19,0,No,No,6.26,240,230
No,0,No,0,No,Yes,No,8.95,No,No,No,No,Yes,36,12.97,No,53.1,No,No,Yes,No,2012-01-23,0,Yes,No,4.03,180,190
No,0,No,0,Yes,No,No,10.07,No,No,No,No,Yes,43,12.97,No,64,No,No,No,No,2012-01-24,0,Yes,No,4.25,230,260
No,0,No,0,Yes,No,No,31.09,No,No,No,No,Yes,46,40.04,No,69.1,No,No,Yes,No,2012-01-27,0.22,No,No,11.18,230,220
No,0,No,0,No,No,No,12.08,No,No,No,No,No,34,14.99,No,57.9,No,No,No,No,2012-02-03,0,No,No,3.36,50,40
No,0,No,0,Yes,No,No,8.05,No,No,No,No,Yes,28.9,14.09,No,51.1,No,No,Yes,No,2012-02-08,0,No,No,2.01,350,330
No,0,No,0,No,No,No,23.94,No,No,No,No,No,36,38.92,No,53.1,No,No,No,No,2012-02-25,0,No,No,11.41,250,280
No,0,No,0,No,No,No,10.07,No,No,No,No,No,25,14.99,No,54,No,No,No,No,2012-02-26,0,No,No,3.58,240,160
No,0,No,0,Yes,Yes,No,25.05,No,No,No,No,Yes,48,31.99,No,71.1,No,No,Yes,No,2012-02-29,0.05,No,No,9.84,230,230
No,0,No,0,No,No,No,25.05,No,No,No,No,No,52,31.09,No,80.1,No,No,Yes,No,2012-03-01,0.01,No,No,9.62,240,240
No,0,No,0,No,No,No,12.97,Yes,No,No,No,Yes,57.9,17.9,No,79,No,No,Yes,No,2012-03-17,0.1,Yes,No,3.8,50,130
No,0,No,0,Yes,No,No,12.08,No,No,No,No,Yes,59,14.99,No,80.1,No,No,No,No,2012-03-22,0,No,No,4.47,210,200
No,0,No,0,No,No,No,21.03,No,No,No,No,No,48.9,25.95,No,69.1,No,No,Yes,No,2012-04-01,0,No,No,6.26,50,50
No,0,No,0,No,No,No,19.91,No,No,No,No,No,48.9,25.95,No,73,No,No,No,No,2012-04-02,0,No,No,7.83,40,40
No,0,No,0,Yes,No,No,16.11,No,No,No,No,Yes,46.9,21.92,No,63,No,No,Yes,No,2012-04-05,0.17,Yes,No,7.61,100,80
No,0,No,0,No,No,No,21.92,No,No,No,No,No,57.9,29.97,No,81,No,No,No,No,2012-04-15,0,No,No,12.3,230,220
No,0,No,0,No,No,No,21.03,No,No,No,No,No,36,31.09,No,64,No,No,No,No,2012-04-24,0,No,No,6.93,280,280
No,0,No,0,No,No,No,14.99,No,No,No,No,No,54,21.92,No,62.1,No,No,No,No,2012-04-28,0,No,No,6.04,80,50
No,0,No,0,Yes,No,No,12.08,No,No,No,No,Yes,55,16.11,No,77,No,No,No,No,2012-04-29,0,No,No,3.36,30,30
No,0,No,0,No,No,No,10.07,No,No,No,No,No,64,14.99,No,91,No,No,No,No,2012-05-03,0,No,No,4.92,280,270
No,0,No,0,Yes,No,No,14.99,No,No,No,No,Yes,61,19.91,No,73,No,No,Yes,No,2012-05-06,0.01,No,No,7.16,40,40
No,0,No,0,Yes,No,No,19.91,Yes,No,No,No,No,57.9,33.11,No,77,No,No,Yes,No,2012-05-09,0.51,No,No,3.8,310,300
No,0,No,0,No,No,No,17,No,No,No,No,No,59,25.05,No,77,No,No,No,No,2012-05-18,0,No,No,8.72,40,50
No,0,No,0,Yes,No,No,12.08,No,No,No,No,No,62.1,14.99,No,88,No,No,No,No,2012-05-25,0,Yes,No,3.58,80,60
No,0,No,0,No,No,No,14.99,No,No,No,No,No,66,21.92,No,86,No,No,No,No,2012-05-26,0,No,No,6.93,80,80
No,0,No,0,Yes,No,No,12.97,No,No,No,No,Yes,66,16.11,No,86,No,No,Yes,No,2012-05-27,0.35,No,No,5.14,110,110
No,0,No,0,No,No,No,17,Yes,No,No,No,No,63,23.94,No,84,No,No,Yes,No,2012-06-13,0.28,No,No,6.04,50,40
No,0,No,0,No,No,No,17,No,No,No,No,No,53.1,23.94,No,80.1,No,No,No,No,2012-06-16,0,No,No,6.26,40,40
No,0,No,0,No,No,No,10.07,No,No,No,No,No,54,14.99,No,81,No,No,No,No,2012-06-17,0,No,No,3.13,120,20
No,0,No,0,No,No,No,17,Yes,No,No,No,No,72,21.03,No,93,No,No,No,No,2012-06-25,0,No,No,6.49,40,40
No,0,No,0,No,No,No,17.9,No,No,No,No,No,61,25.05,No,81,No,No,No,No,2012-06-26,0,No,No,6.93,50,40
No,0,No,0,No,No,No,14.09,Yes,No,No,No,No,70,21.92,No,105.1,No,No,No,No,2012-06-30,0,No,No,4.7,240,290
No,0,No,0,No,No,No,23.94,No,No,No,No,No,75,36.91,No,102.9,No,No,No,No,2012-07-01,0,No,Yes,4.92,20,30
No,0,No,0,No,No,No,17.9,Yes,No,No,No,No,71.1,27.96,No,100,No,No,Yes,No,2012-07-06,0,No,No,3.8,20,10
No,0,No,0,No,No,No,10.07,No,No,No,No,No,72,,No,88,No,No,Yes,No,2012-07-13,0,No,No,3.8,150,
No,0,No,0,No,No,No,14.09,No,No,No,No,No,73.9,17.9,No,93.9,No,No,No,No,2012-07-15,0,No,No,7.83,230,230
No,0,No,0,Yes,No,No,8.95,No,No,No,No,Yes,71.1,12.97,No,88,No,No,No,No,2012-07-31,0,Yes,No,2.01,200,200
No,0,No,0,Yes,No,No,19.91,No,No,No,No,Yes,72,25.05,No,88,No,No,Yes,No,2012-08-11,0.4,No,No,6.93,220,110
No,0,No,0,Yes,No,No,10.07,No,No,No,No,Yes,69.1,17,No,82,No,No,Yes,No,2012-08-21,0,No,No,1.57,140,120
No,0,No,0,Yes,No,No,12.08,No,No,No,No,Yes,63,17.9,No,72,No,No,Yes,No,2012-08-25,0.41,No,No,3.58,340,350
No,0,No,0,Yes,No,No,12.97,No,No,No,No,Yes,71.1,16.11,No,91.9,No,No,No,No,2012-08-31,0,Yes,No,6.49,240,250
No,0,No,0,No,No,No,8.95,No,No,No,No,Yes,71.1,14.99,No,84.9,No,No,No,No,2012-09-07,0,No,No,2.91,80,100
No,0,No,0,No,No,No,12.97,No,No,No,No,No,55,17.9,No,78.1,No,No,No,No,2012-09-10,0,No,No,3.36,30,40
No,0,No,0,No,No,No,12.08,No,No,No,No,No,55,14.99,No,78.1,No,No,No,No,2012-09-11,0,No,No,2.46,50,50
No,0,No,0,Yes,No,No,17,No,No,No,No,Yes,57,21.92,No,72,No,No,Yes,No,2012-09-19,0,No,No,6.26,50,40
No,0,No,0,No,No,No,21.03,No,No,No,No,No,63,25.05,No,84.9,No,No,Yes,No,2012-09-22,0,No,No,8.95,240,180
No,0,No,0,Yes,No,No,10.07,Yes,No,No,No,No,62.1,14.99,No,84.9,No,No,Yes,No,2012-09-28,0.06,No,No,3.8,260,10
No,0,No,0,No,No,No,8.95,No,No,No,No,Yes,64,14.99,No,79,No,No,Yes,No,2012-10-04,0,No,No,2.91,240,270
No,0,No,0,No,No,No,12.08,No,No,No,No,No,46,14.99,No,80.1,No,No,No,No,2012-10-23,0,No,No,2.68,220,240
No,0,No,0,Yes,No,No,14.09,No,No,No,No,Yes,36,19.91,No,59,No,No,No,No,2012-11-21,0,No,No,3.8,40,50
No,0,No,0,No,No,No,12.97,No,No,No,No,No,30.9,16.11,No,63,No,No,No,No,2012-11-30,0,No,No,2.46,230,220
No,0,No,0,No,No,No,17.9,No,No,No,No,No,50,21.92,No,64.9,No,No,No,No,2012-12-11,0,No,No,6.93,220,230
No,0,No,0,Yes,Yes,No,14.09,No,No,No,No,Yes,33.1,21.03,No,51.1,No,No,Yes,No,2012-12-13,0.13,No,No,5.82,30,40
No,0,No,0,Yes,No,No,29.08,No,No,No,No,Yes,39.9,44.07,No,62.1,No,No,Yes,No,2012-12-20,0.42,No,No,10.07,180,170
No,0,No,0,No,No,No,21.92,No,No,No,No,No,25,25.95,No,53.1,No,No,No,No,2012-12-31,0,No,No,6.26,230,230
No,0,No,0,Yes,Yes,No,17,No,No,No,No,Yes,44.1,23.94,No,60.1,No,No,No,No,2013-01-15,0.01,Yes,No,7.83,30,20
No,0,No,0,No,Yes,No,8.05,No,No,No,No,Yes,42.1,12.97,No,50,No,No,Yes,No,2013-01-16,0.18,Yes,No,2.46,20,170
No,0.12,No,0.98,No,No,No,12.08,No,No,Yes,No,Yes,28.9,17,No,46,No,No,No,No,2013-01-18,0.06,No,No,2.24,360,360
No,0,No,0,No,No,No,17.9,No,No,No,No,No,28.9,25.05,No,59,No,No,No,No,2013-01-21,0,No,No,5.14,230,290
No,0,No,0,No,No,No,19.91,No,No,Yes,No,No,24.1,31.99,No,37,No,No,No,No,2013-02-17,0,No,No,6.71,290,300
No,0,No,0,Yes,No,No,14.09,No,No,No,No,Yes,39.9,19.91,No,62.1,No,No,Yes,No,2013-02-24,0.08,No,No,3.58,270,300
No,0,No,0,No,No,No,17,No,No,No,No,No,33.1,23.04,No,50,No,No,No,No,2013-02-28,0,No,No,4.03,280,290
No,0,No,0,No,No,No,16.11,No,No,No,No,No,30.9,25.05,No,55,No,No,No,No,2013-03-08,0,No,No,5.59,310,10
No,0,No,0,No,No,No,12.97,No,No,No,No,No,33.1,16.11,No,62.1,No,No,No,No,2013-03-09,0,No,No,3.58,40,50
No,0,No,0,No,No,No,12.08,No,No,No,No,No,32,17,No,66.9,No,No,No,No,2013-03-10,0,No,No,3.36,140,170
No,0,No,0,No,No,No,19.91,No,No,No,No,No,39,27.96,No,70,No,No,No,No,2013-03-11,0,No,No,9.17,150,150
No,0,No,0,No,No,No,17,No,No,No,No,No,30.9,25.95,No,46,No,No,Yes,No,2013-03-21,0,No,No,7.38,320,330
No,0,No,0,Yes,No,No,17.9,No,No,No,No,Yes,34,25.95,No,43,No,No,Yes,No,2013-03-24,0.73,No,No,7.61,50,50
No,0,No,0,Yes,Yes,No,21.92,No,No,No,No,Yes,35.1,31.99,No,48,No,No,No,No,2013-03-25,0,No,No,7.38,270,270
No,0,No,0,No,No,No,14.99,No,No,No,No,No,28,23.94,No,55.9,No,No,No,No,2013-03-28,0,No,No,4.7,290,360
No,0,No,0,No,No,No,19.91,No,No,No,No,No,57,23.94,No,82.9,No,No,No,No,2013-04-09,0,No,No,7.61,240,220
No,0,No,0,No,No,No,23.94,No,No,No,No,Yes,63,33.11,No,80.1,No,No,No,No,2013-04-12,1.04,No,No,12.3,230,230
No,0,No,0,No,No,No,18.12,No,No,No,No,No,55.9,23.94,No,68,No,No,No,No,2013-05-06,1.41,No,No,8.05,240,230
No,0,No,0,No,No,No,19.91,No,No,No,No,No,52,29.97,No,72,No,No,No,No,2013-05-08,0.18,No,No,3.58,300,310
No,0,No,0,No,No,No,17,No,No,No,No,No,39,25.05,No,70,No,No,No,No,2013-05-14,0,No,No,4.7,230,240
No,0,No,0,No,No,No,17,No,No,No,No,Yes,64,25.05,No,78.1,No,No,No,No,2013-05-19,0.54,No,No,6.49,200,190
No,0,No,0,No,No,No,14.99,No,No,No,No,No,69.1,21.03,No,84.9,No,No,No,No,2013-05-21,0,No,No,7.83,170,170
No,0,No,0,No,No,No,12.97,No,No,No,No,No,48.9,17,No,80.1,No,No,No,No,2013-05-27,0,No,No,4.92,230,240
No,0,No,0,No,No,No,14.09,No,No,No,No,No,64,17,No,86,No,No,No,No,2013-05-30,0,No,No,5.59,240,240
No,0,No,0,No,No,No,14.09,No,No,No,No,No,66,18.12,No,87.1,No,No,No,No,2013-05-31,0,No,No,6.93,240,200
No,0,No,0,No,No,No,25.05,No,No,No,No,No,70,36.01,No,84.9,No,No,No,No,2013-06-10,0.66,No,No,11.63,240,240
No,0,No,0,No,No,No,29.97,No,No,No,No,No,68,48.99,No,93.9,No,No,No,No,2013-06-13,0.05,No,No,9.4,300,300
No,0,No,0,No,No,No,21.92,No,No,No,No,Yes,69.1,27.96,No,84.9,No,No,No,No,2013-06-18,0.14,No,No,8.5,230,220
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,64.9,18.12,No,80.1,No,No,No,No,2013-06-19,0,No,No,5.14,70,90
No,0,No,0,No,No,No,17,No,No,No,No,Yes,69.1,21.92,No,82,No,No,No,No,2013-06-22,0,No,No,6.71,130,130
No,0,No,0,No,No,No,19.91,No,No,No,No,Yes,66.9,23.94,No,89.1,No,No,No,No,2013-06-27,0,No,No,9.62,240,240
No,0,No,0,No,No,No,18.12,No,No,No,No,Yes,69.1,23.94,No,82.9,No,No,No,No,2013-07-01,0.72,No,No,6.26,180,170
No,0,No,0,No,No,No,14.09,No,No,No,No,Yes,72,19.91,No,89.1,No,No,No,No,2013-07-05,0,No,No,7.61,140,170
No,0,No,0,No,No,No,16.11,No,No,No,No,No,70,23.04,No,89.1,No,No,No,No,2013-07-07,0,No,No,7.38,220,250
No,0,No,0,No,No,No,12.97,No,No,No,No,No,73.9,23.04,No,93,No,No,No,No,2013-07-17,0,No,No,2.68,80,360
No,0,No,0,No,No,No,16.11,Yes,No,No,No,No,73,21.92,No,89.1,No,No,No,No,2013-07-21,0,No,No,6.71,220,210
No,0,No,0,No,No,No,18.12,No,No,No,No,No,72,21.92,No,91,No,No,No,No,2013-07-22,0,No,No,6.71,230,230
No,0,No,0,No,No,No,16.11,No,No,No,No,No,69.1,23.04,No,90,No,No,No,No,2013-07-28,0.46,No,No,6.26,270,300
No,0,No,0,No,No,No,10.07,No,No,No,No,No,59,14.09,No,71.1,No,No,No,No,2013-08-16,0,No,No,4.25,50,50
No,0,No,0,No,No,No,12.97,No,No,No,No,No,70,14.99,No,82.9,No,No,No,No,2013-08-28,0,No,No,3.58,230,230
No,0,No,0,No,No,No,14.09,No,No,No,No,Yes,68,17,No,91,No,No,No,No,2013-09-11,0,No,No,5.14,160,180
No,0,No,0,No,No,No,12.97,Yes,No,No,No,No,70,21.92,No,90,No,No,No,No,2013-09-12,0,No,No,6.04,230,230
No,0,No,0,No,No,No,10.07,No,No,No,No,No,51.1,16.11,No,73.9,No,No,No,No,2013-09-18,0,No,No,2.91,60,50
No,0,No,0,No,No,No,14.09,No,No,No,No,No,54,17,No,73,No,No,No,No,2013-09-23,0,No,No,3.8,80,40
No,0,No,0,No,No,No,16.11,No,No,No,No,No,52,21.03,No,73.9,No,No,No,No,2013-09-27,0,No,No,5.82,50,90
No,0,No,0,No,No,No,17,No,No,No,No,Yes,50,23.04,No,73,No,No,No,No,2013-09-28,0,No,No,4.92,40,50
No,0,No,0,No,No,No,8.95,No,No,No,No,Yes,57,12.97,No,84.9,No,No,No,No,2013-10-02,0,No,No,1.57,270,300
No,0,No,0,No,No,No,12.08,No,No,No,No,No,62.1,16.11,No,86,No,No,No,No,2013-10-04,0,No,No,3.58,230,200
No,0,No,0,No,No,No,18.12,No,No,No,No,Yes,46,27.96,No,66.9,No,No,No,No,2013-10-23,0,No,No,7.16,290,300
No,0,No,0,No,No,No,16.11,No,No,No,No,Yes,29.1,23.94,No,59,No,No,No,No,2013-10-26,0,No,No,5.14,230,270
No,0,No,0,No,No,No,12.08,No,No,No,No,No,39.9,14.99,No,69.1,No,No,No,No,2013-10-27,0,No,No,2.46,230,230
No,0,No,0,No,No,No,17,No,No,No,No,Yes,46.9,23.04,No,71.1,No,No,No,No,2013-11-22,0.03,No,No,5.37,230,230
No,0,No,0,No,No,No,12.97,No,No,No,No,No,23.2,21.03,No,45,No,No,No,No,2013-11-28,0,No,No,1.79,310,310
No,0,No,0,No,No,No,12.08,No,No,No,No,No,25.2,16.11,No,44.1,No,No,No,No,2013-12-12,0,No,No,2.24,300,290
No,0,No,0,No,No,No,14.09,No,No,No,No,No,37.9,19.91,No,46.9,No,No,No,No,2013-12-14,0.85,No,No,4.92,80,80
No,0,No,0,No,No,No,12.08,No,No,No,No,No,28.2,14.09,No,54,No,No,No,No,2013-12-16,0,No,No,4.47,220,220
No,0,No,0,No,No,No,21.03,No,No,No,No,No,50,29.97,No,73.9,No,No,No,No,2013-12-21,0,No,Yes,9.17,220,200
No,0,No,0,No,No,No,12.08,No,No,No,No,No,23.2,16.11,No,39.9,No,No,No,No,2013-12-25,0,No,No,2.68,40,50
No,0,No,0,No,No,No,8.95,No,No,No,No,No,29.1,12.97,No,51.1,No,No,No,No,2014-01-01,0,No,No,2.46,200,210
No,0,No,0,No,No,No,29.97,No,No,No,No,Yes,16.2,38.92,No,61,No,No,No,No,2014-01-06,0.13,No,No,13.65,220,210
No,0,No,0,No,No,No,21.03,No,No,No,No,No,33.1,25.95,No,62.1,No,No,No,No,2014-01-13,0,No,No,7.16,220,230
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,37.9,16.11,No,54,No,No,No,No,2014-01-14,0.3,No,No,2.91,190,320
No,0,No,0,No,No,No,17,No,No,No,No,No,33.1,23.94,No,59,No,No,No,No,2014-01-15,0,No,No,4.47,180,210
No,0,No,0,No,No,No,12.08,No,No,No,No,No,32,17,No,44.1,No,No,No,No,2014-01-16,0.07,No,No,3.8,270,280
No,0,No,0,No,No,No,21.03,No,No,No,No,No,29.1,25.05,No,55.9,No,No,No,No,2014-01-17,0,No,No,9.17,230,230
No,0,No,0,No,No,No,17,No,No,No,No,No,30.2,25.95,No,54,No,No,No,No,2014-01-19,0,No,No,8.5,240,240
No,0,No,0,No,No,No,18.12,No,No,No,No,No,30.2,23.94,No,64,No,No,No,No,2014-01-20,0,No,No,8.05,230,230
No,0.51,No,0,No,No,No,17,No,No,No,No,Yes,26.2,27.96,No,51.1,No,No,No,No,2014-01-21,0.1,No,No,4.92,40,360
No,0,No,0,No,No,No,19.91,No,No,No,No,No,22.1,25.05,No,52,No,No,No,No,2014-01-26,0,No,No,8.5,220,230
No,0,No,0,No,No,No,14.99,No,No,No,No,Yes,29.1,19.91,No,55,No,No,No,No,2014-02-09,0,No,No,3.13,230,220
No,0,No,0,No,No,No,21.92,No,No,No,No,No,48.9,27.96,No,72,No,No,No,No,2014-02-19,0.5,No,No,8.28,240,230
No,0,No,0,No,No,No,31.99,No,No,No,No,No,41,40.94,No,73,No,No,No,No,2014-02-21,0.4,No,No,11.41,250,250
No,0,No,0,No,No,No,10.07,No,No,No,No,No,29.1,14.99,No,53.1,No,No,No,No,2014-02-25,0,No,No,3.13,40,310
No,0,No,0,No,No,No,21.92,No,No,No,No,No,24.3,25.95,No,55,No,No,No,No,2014-02-27,0,No,No,5.82,230,250
No,0,No,0,No,No,No,12.08,No,No,No,No,No,28.2,14.09,No,55,No,No,No,No,2014-03-01,0,No,No,3.36,90,90
No,0,No,0,No,No,No,23.04,No,No,No,No,No,24.3,29.08,No,60.1,No,No,No,No,2014-03-14,0,No,No,9.17,220,220
No,0,No,0,No,No,No,31.99,No,No,No,No,No,57,36.91,No,82,No,No,No,No,2014-04-04,0,No,No,11.63,230,230
No,0,No,0,No,No,No,25.05,No,No,No,No,No,39,36.91,No,71.1,No,No,No,No,2014-04-15,1.32,No,No,10.51,280,270
No,0,No,0,No,No,No,14.99,No,No,No,No,Yes,37.9,19.91,No,63,No,No,No,No,2014-04-18,0.18,No,No,6.26,50,50
No,0,No,0,No,No,No,17,No,No,No,No,No,46.9,27.96,No,82.9,No,No,No,No,2014-04-22,0,No,No,5.82,230,260
No,0,No,0,No,No,No,16.11,No,No,No,No,No,50,23.94,No,71.1,No,No,No,No,2014-04-23,0,No,No,6.04,280,320
No,0,No,0,No,No,No,12.97,No,No,No,No,No,52,17,No,64.9,No,No,No,No,2014-04-29,0.05,No,No,6.93,80,80
No,0,No,0,No,No,No,17,No,No,No,No,No,55,21.03,No,73,No,No,No,No,2014-05-05,0,No,No,5.82,50,50
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,59,17,No,78.1,No,No,No,No,2014-05-07,0,No,No,3.58,110,120
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,66.9,16.11,No,91.9,No,No,No,No,2014-05-13,0,No,No,5.82,190,210
No,0,No,0,No,No,No,14.99,No,No,No,No,No,66.9,31.09,No,79,No,No,No,No,2014-05-15,3.38,No,No,8.95,150,170
No,0,No,0,No,No,No,12.97,No,No,No,No,No,63,21.92,No,82,No,No,No,No,2014-05-23,0,No,No,3.58,300,280
No,0,No,0,No,No,No,10.07,No,No,No,No,No,52,17,No,82.9,No,No,No,No,2014-06-02,0,No,No,2.24,250,300
No,0,No,0,No,No,No,14.09,No,No,No,No,No,69.1,18.12,No,90,No,No,No,No,2014-06-09,0.29,No,No,3.8,320,300
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,68,18.12,No,93.9,No,No,No,No,2014-06-10,0,No,No,3.36,230,240
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,60.1,17,No,86,No,No,No,No,2014-06-14,0,No,No,2.91,30,40
No,0,No,0,No,No,No,8.95,No,No,No,No,No,57.9,14.09,No,87.1,No,No,No,No,2014-06-15,0,No,No,2.91,210,130
No,0,No,0,No,No,No,18.12,No,No,No,No,No,70,21.92,No,97,No,No,No,No,2014-06-18,0,No,No,7.38,240,250
No,0,No,0,No,No,No,17,No,No,No,No,No,68,21.92,No,91,No,No,No,No,2014-06-20,0.64,No,No,2.68,120,300
No,0,No,0,No,No,No,12.08,No,No,No,No,No,69.1,17,No,93,No,No,No,No,2014-06-26,0,No,No,4.03,30,20
No,0,No,0,No,No,No,23.04,No,No,No,No,No,73.9,29.97,No,98.1,No,No,No,No,2014-07-08,0,No,No,11.86,230,230
No,0,No,0,No,No,No,17,No,No,No,No,No,71.1,21.03,No,88,No,No,No,No,2014-07-10,0.66,No,No,5.14,120,110
No,0,No,0,No,No,No,8.95,No,No,No,No,Yes,69.1,14.99,No,86,No,No,No,No,2014-07-11,0,No,No,2.46,110,120
No,0,No,0,No,No,No,10.07,No,No,No,No,No,66,16.11,No,90,No,No,No,No,2014-07-12,0,No,No,3.36,160,200
No,0,No,0,No,No,No,17,No,No,No,No,No,70,23.94,No,93.9,No,No,No,No,2014-07-15,4.21,No,No,7.61,230,330
No,0,No,0,No,No,No,14.99,No,No,No,No,No,64,18.12,No,86,No,No,No,No,2014-07-18,0,No,No,5.82,100,140
No,0,No,0,No,No,No,8.95,No,No,No,No,Yes,68,12.97,No,81,No,No,No,No,2014-07-20,0.93,No,No,4.03,100,130
No,0,No,0,No,No,No,8.95,No,No,No,No,Yes,66,17,No,82.9,No,No,No,No,2014-07-25,0,No,No,3.36,80,140
No,0,No,0,No,No,No,12.97,Yes,No,No,No,No,63,18.12,No,81,No,No,No,No,2014-07-30,0,No,No,4.25,80,130
No,0,No,0,No,No,No,19.91,No,No,No,No,No,70,33.11,No,88,No,No,No,No,2014-08-18,0.61,No,No,3.36,280,290
No,0,No,0,No,No,No,8.95,No,No,No,No,Yes,71.1,12.97,No,91,No,No,No,No,2014-08-21,0,No,No,2.24,270,260
No,0,No,0,No,No,No,16.11,No,No,No,No,No,63,21.92,No,81,No,No,No,No,2014-08-24,0,No,No,8.72,40,90
No,0,No,0,No,No,No,12.08,No,No,No,No,No,72,17,No,82,No,No,No,No,2014-08-29,0.07,No,No,6.26,70,100
No,0,No,0,No,No,No,23.94,Yes,No,No,No,No,71.1,33.11,No,96.1,No,No,No,No,2014-09-02,0,No,No,7.38,210,200
No,0,No,0,No,No,No,12.97,No,No,No,No,No,71.1,18.12,No,91,No,No,No,No,2014-09-06,0,No,No,5.59,180,190
No,0,No,0,No,No,No,8.05,No,No,No,No,Yes,63,14.09,No,75,No,No,No,No,2014-09-15,0,No,No,2.68,210,160
No,0,No,0,No,No,No,14.09,No,No,No,No,No,57.9,17,No,81,No,No,No,No,2014-09-20,0,No,No,5.82,40,40
No,0,No,0,No,No,No,12.97,No,No,No,No,Yes,55,17,No,75.9,No,No,No,No,2014-09-27,0,No,No,3.8,40,80
No,0,No,0,No,No,No,8.05,No,No,No,No,Yes,55.9,12.97,No,79,No,No,No,No,2014-10-01,0,Yes,Yes,0.89,40,30
No,0,No,0,No,No,No,17,Yes,No,No,No,Yes,57.9,27.96,No,84,No,No,No,No,2014-10-10,0.63,No,No,8.05,220,10
No,0,No,0,No,No,No,12.97,No,No,No,No,No,53.1,17,No,72,No,No,No,No,2014-10-16,0,No,No,4.47,240,230
No,0,No,0,No,No,No,14.99,No,No,No,No,No,48.9,25.05,No,73.9,No,No,No,No,2014-10-17,0,No,No,4.25,230,230
No,0,No,0,No,No,No,12.97,No,No,No,No,No,44.1,19.91,No,64.9,No,No,No,No,2014-10-19,0,No,No,2.91,10,10
No,0,No,0,No,No,No,8.95,No,No,No,No,Yes,39,12.97,No,71.1,No,No,No,No,2014-10-25,0,No,No,2.68,220,90
No,0,No,0,No,No,No,18.12,No,No,No,No,Yes,45,27.96,No,51.1,No,No,No,No,2014-11-01,0.61,No,No,8.5,20,10
No,0,No,0,No,No,No,21.92,No,No,No,No,Yes,50,36.01,No,68,No,No,No,No,2014-11-06,0.21,No,No,10.74,230,310
No,0,No,0,No,No,No,14.09,No,No,No,No,No,44.1,19.91,No,59,No,No,No,No,2014-11-13,0,No,No,7.38,50,80
No,0,No,0,No,No,No,14.09,No,No,No,No,Yes,29.1,19.91,No,44.1,No,No,No,No,2014-11-14,0,No,No,5.37,40,20
No,0,No,0,No,No,No,8.05,No,No,No,No,No,25.2,12.97,No,46,No,No,No,No,2014-11-15,0,No,No,1.79,40,70
No,0,No,0,No,No,No,6.93,No,No,No,No,Yes,27.1,12.08,No,48.9,No,No,No,No,2014-11-16,0.04,No,No,1.79,90,130
No,0,No,0,No,No,No,16.11,No,No,No,No,No,19.2,21.92,No,43,No,No,No,No,2014-11-19,0,No,No,5.82,220,170
No,0,No,0,No,No,No,12.97,No,No,No,No,No,26.2,21.03,No,48,No,No,No,No,2014-11-21,0,No,No,3.58,350,10
No,0,No,0,No,No,No,8.95,No,No,No,No,No,22.1,16.11,No,54,No,No,No,No,2014-11-22,0,No,No,1.79,220,210
No,0,No,0,No,No,No,12.08,No,No,No,No,Yes,35.1,18.12,No,46.9,No,No,No,No,2014-11-27,0.05,No,No,4.25,320,310
No,0,No,0,No,No,No,23.04,No,No,No,No,No,36,31.09,No,66,No,No,No,No,2014-11-30,0,No,No,8.72,230,240
No,0,No,0,No,No,No,18.12,No,No,No,No,Yes,46,25.05,No,55,No,No,No,No,2014-12-02,0,No,No,6.49,50,50
No,0,No,0,No,No,No,16.11,No,No,No,No,Yes,46,31.09,No,55.9,No,No,No,No,2014-12-06,0.16,No,No,3.58,20,30
No,0,No,0,No,No,No,8.95,No,No,No,No,Yes,35.1,17,No,45,No,No,No,No,2014-12-09,0.5,No,No,3.58,340,320
No,0,No,0,No,No,No,14.99,No,No,No,No,No,26.2,21.03,No,57,No,No,No,No,2014-12-12,0,No,No,3.58,300,280
